,Release Date,Season,Episode,Episode Title,Name,Sentence
14298,2015-04-12,Season 5,Episode 1,The Wars to Come,Lancel,"I'm a different person now. I found peace in the light of the Seven. You can too. They watch over all of us, ready to dole out mercy… or justice. Their world is at hand. I will pray for your father's soul."
14299,2015-04-12,Season 5,Episode 1,The Wars to Come,Cersei Lannister,The day Tywin Lannister's soul needs your help…
14300,2015-04-12,Season 5,Episode 1,The Wars to Come,Olyvar,It looks like Dorne.
14301,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,No it doesn't.
14302,2015-04-12,Season 5,Episode 1,The Wars to Come,Olyvar,It does. That's the Sunspear bit right there. And that's where the mountains are. And over here is… Sunsnake? Stonespear?
14303,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,Sandstone.
14304,2015-04-12,Season 5,Episode 1,The Wars to Come,Olyvar,"Yes. Yes, Sandstone. Just there."
14305,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,Fine.
14306,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,It's Dorne.
14307,2015-04-12,Season 5,Episode 1,The Wars to Come,Olyvar,We should go there. I think we would have a lovely time.
14308,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,"Judging by my experience, that would be wonderful. Dorne, Highgarden. Anywhere but here."
14309,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,We're late for dinner as it is.
14310,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,You're very respectful.
14311,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,I'm very hungry.
14312,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,What's your name?
14313,2015-04-12,Season 5,Episode 1,The Wars to Come,Olyvar,"Olyvar, my lady."
14314,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,"I'm afraid my brother is keeping the king waiting, Olyvar."
14315,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,Perhaps you might consider being a bit more discreet?
14316,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,Why? They all know about me anyway. Everybody knows everything about everyone. What's the point in trying to keep a secret in a place like this?
14317,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,In any event… you shouldn't keep your intended waiting.
14318,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,My intended? Please. Tywin's dead. That means no one can force Cersei to marry me.
14319,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,Lucky you.
14320,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,Unlucky you.
14321,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,You think I want that woman married to my brother?
14322,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,"If she doesn't marry me, she doesn't go to Highgarden. Which means she stays in King's Landing. Which means you're trapped here with Cersei Lannister as your mother-by-law."
14323,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,Perhaps.
14324,2015-04-12,Season 5,Episode 1,The Wars to Come,Loras,Perhaps?
14325,2015-04-12,Season 5,Episode 1,The Wars to Come,Margaery Tyrell,Perhaps?
14326,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,"Eunuch, the spider, the master of whisperers."
14327,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"Imp, half-man."
14328,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,There are faster ways to kill yourself.
14329,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,Not for a coward.
14330,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"You are many things, my friend, but not a coward."
14331,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,You never told me why you set me free.
14332,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,Your brother asked me to.
14333,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,You could have said no.
14334,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,Refuse the Kingslayer? A dangerous proposition.
14335,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,"Not as dangerous as releasing me. You risked your life, your position, everything. Why? You're not family, you owe me nothing."
14336,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,I didn't do it for you. I did it for the Seven Kingdoms.
14337,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,A drunken dwarf will never be the savior of the Seven Kingdoms.
14338,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,I don't believe in saviors. I believe men of talent have a role to play in the war to come.
14339,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,You're going to have to find another soldier. I'm done with Westeros and Westeros is done with me.
14340,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"You have many admirable qualities, self-pity is not one of them. Any fool with a bit of luck can find himself born into power. But earning it for yourself, that takes work."
14341,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,I'm not well-suited for work.
14342,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"I think you are. You have your father's instinct for politics, and you have compassion."
14343,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,Compassion? Yes. I killed my lover with my bare hands. I shot my own father with a crossbow.
14344,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,I never said you were perfect.
14345,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,What is it you want exactly?
14346,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,Peace. Prosperity. A land where the powerful do not prey on the powerless.
14347,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,"Where the castles are made of gingerbread and the moats are filled with blackberry wine. The powerful have always preyed on the powerless, that's how they became powerful in the first place."
14348,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"Perhaps. And perhaps we've grown so used to horror we assume there's no other way. If you sat on the Iron Throne, would you spread misery throughout the land?"
14349,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,I will never sit on the Iron Throne.
14350,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"No, you won't. But you could help another climb those steps and take that seat. The Seven Kingdoms need someone stronger than Tommen, but gentler than Stannis. A monarch who can intimidate the high lord and inspire the people. A ruler loved by millions with a powerful army and the right family name."
14351,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,Good luck finding him.
14352,2015-04-12,Season 5,Episode 1,The Wars to Come,Varys,"Who said anything about him? You have a choice my friend. You can stay here at Ilyrio's palace and drink yourself to death, or you can ride with me to Mereen, meet Daenerys Targaryen, and decide if the world is worth fighting for."
14353,2015-04-12,Season 5,Episode 1,The Wars to Come,Tyrion Lannister,Can I drink myself to death on the road to Meereen?
14354,2015-04-12,Season 5,Episode 1,The Wars to Come,Daario Naharis,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven't been behaving themselves.
14355,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr Zo Loraq,"The mission to Yunkai was a resounding success. The Wise Masters of Yunkai have agreed to cede power to a council of elders, made up of both the freedmen and the former slaveholders. All matters of consequence will be brought to you for review."
14356,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,Good.
14357,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,They did ask for some concessions.
14358,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,Concessions?
14359,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,"Politics is the art of compromise, your grace."
14360,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,I'm not a politician. I'm a queen.
14361,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,"Forgive me. You're right, of course. Still, it's easier to rule happy subjects than angry ones."
14362,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,"I don't expect the Wise Masters to be happy. Slavery made them rich, I ended slavery."
14363,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,They do not ask for the return of slavery. They ask for the re-opening of the fighting pits.
14364,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,The fighting pits? Where slaves fought slaves to the death?
14365,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,"In the new world that you've brought to us, free men would fight free men."
14366,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,The pitfighters that you liberated plead for this opportunity. Bring some here and ask them yourself.
14367,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,No fighting pits.
14368,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,Opening them would show the people of Yunkai and Meereen that you respect their traditions.
14369,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,I do not respect the tradition of human cockfighting.
14370,2015-04-12,Season 5,Episode 1,The Wars to Come,Hizdahr,If you--
14371,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,How many times must I say no before you understand?
14372,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,Whatever he wants from me he's not going to get it. If he really believes I'm going to reopen the fighting pits…
14373,2015-04-12,Season 5,Episode 1,The Wars to Come,Daario,You should reopen the fighting pits.
14374,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,What?
14375,2015-04-12,Season 5,Episode 1,The Wars to Come,Daario,"My mother was a whore, I told you that. She liked to drink pear brandy. The older she got, the less she made selling her body, the more she wanted to drink. So one day when I was 12, she sold me to a slaver she fucked the night before."
14376,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,Why?
14377,2015-04-12,Season 5,Episode 1,The Wars to Come,Daario,"I was a bad child. I wasn't big, but I was quick. And I loved to fight. So they sold me to a man in Tolos who trained fighters for the pits. I had my first match when I was 16."
14378,2015-04-12,Season 5,Episode 1,The Wars to Come,Daenerys Targaryen,"You were sold into slavery, forced to fight to the death for the amusement of the masters, and you're defending the fighting pits?"
